FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.5261,2686,8204,Vesterbrogade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.565051295253891 55.67492859460859)
cykelstativ.5262,1701,8206,Vesterbros Torv,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.554739435726948 55.672183901898784)
cykelstativ.5263,1588,8206,Vesterbros Torv,0,Vesterbro-Kongens Enghave,NO,På plads,Enkeltsidet,Vinkelret,30,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.555699692893244 55.67215548256347)
cykelstativ.5264,5919,8206,Vesterbros Torv,0,Vesterbro-Kongens Enghave,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (12.555607176301463 55.672162390181626)
cykelstativ.5265,155,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562214771641909 55.676116973592336)
cykelstativ.5266,7271,8208,Vester Farimagsgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,17,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.562468108481044 55.678262095022546)
cykelstativ.5267,7270,8208,Vester Farimagsgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.562363407297026 55.678014160575934)
cykelstativ.5268,7263,8208,Vester Farimagsgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,25,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.56185194298453 55.67616259757564)
cykelstativ.5269,14,8208,Vester Farimagsgade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56215333198339 55.67708572997587)
cykelstativ.5270,153,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.561846321622848 55.675887915461665)
cykelstativ.5271,152,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562182468315589 55.6758919975668)
cykelstativ.5272,151,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562194721301438 55.67581522130477)
cykelstativ.5273,2184,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.562230537036582 55.67738332242314)
cykelstativ.5274,6330,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,1,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,2017-01-24T15:26:11.394,2018-08-09T11:04:28.195,,,,,0,POINT (12.56317348411164 55.67940018980997)
cykelstativ.5275,25,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.5624689293842 55.67693583589946)
cykelstativ.5276,15,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562408071331486 55.676797547914305)
cykelstativ.5277,28,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562514479542243 55.67702515529688)
cykelstativ.5278,27,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562499418441522 55.67699468958503)
cykelstativ.5279,150,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562202592027232 55.6757323185498)
cykelstativ.5280,149,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562208641813937 55.675669409439436)
cykelstativ.5281,144,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Vinkelret,25,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562186203575296 55.67502961614913)
cykelstativ.5282,145,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,27,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.561965376355753 55.67481136692616)
cykelstativ.5283,35,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56267250770807 55.6773168990896)
cykelstativ.5284,33,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56261691236946 55.677241330116814)
cykelstativ.5285,32,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562568914282298 55.67716795894422)
cykelstativ.5286,31,8208,Vester Farimagsgade,0,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56252255704135 55.67708988868149)
cykelstativ.5287,2118,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,0,POINT (12.562157708879855 55.675101693321096)
cykelstativ.5288,5403,8208,Vester Farimagsgade,0,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Vinkelret,20,Ikke registreret,Offentligt,,Nye bycykler,Ikke registreret,2014-03-07T11:17:28,2018-08-09T11:04:28.195,,,,,0,POINT (12.562200734527966 55.67612884708882)
cykelstativ.5289,2669,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.56189926225902 55.675077507514594)
cykelstativ.5290,140,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56250659547624 55.67428718659347)
cykelstativ.5291,141,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562235629065286 55.67423096426504)
cykelstativ.5292,142,8208,Vester Farimagsgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562167360524123 55.674354214494876)
cykelstativ.5293,7590,8208,Vester Farimagsgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:25:08.272,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (12.563165369230624 55.67944529307275)
cykelstativ.5294,7589,8208,Vester Farimagsgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,11,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:25:08.272,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (12.56303653815504 55.679267453094006)
cykelstativ.5295,2177,8208,Vester Farimagsgade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat, ,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.562051383745695 55.67746189082565)
cykelstativ.5296,4256,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,14,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538559634865942 55.66493257888401)
cykelstativ.5297,4255,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,14,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538510479515276 55.66483765826457)
cykelstativ.5298,1749,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.540216659435746 55.668684156996584)
cykelstativ.5299,7750,8212,Vesterfælledvej,,Vesterbro-Kongens Enghave,Noli,Andet,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:38:05.257,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.539569042679773 55.66988874885846)
cykelstativ.5300,7177,8212,Vesterfælledvej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.538725348076003 55.66531555048798)
cykelstativ.5301,4261,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,6,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538835255343773 55.665253799545226)
cykelstativ.5302,4260,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,7,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.53876030502331 55.665263527061974)
cykelstativ.5303,4259,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,12,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538720764631332 55.665239056942184)
cykelstativ.5304,4258,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Vinkelret,7,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538706712384217 55.66521301184341)
cykelstativ.5305,4257,8212,Vesterfælledvej,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Vinkelret,7,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.538690617416972 55.665185922872936)
cykelstativ.5306,6272,8216,Vestergade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Ikke registreret,2017-01-23T11:36:01.54,2018-08-09T11:04:28.195,,,,,2,POINT (12.570803309877967 55.67789526876856)
cykelstativ.5307,2979,8216,Vestergade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.568808925664259 55.67682600925928)
cykelstativ.5308,403,8216,Vestergade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.570434729597812 55.67774555305544)
cykelstativ.5309,6273,8216,Vestergade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Offentligt, ,,Ikke registreret,2017-01-23T11:36:01.54,2018-08-09T11:04:28.195,,,,,2,POINT (12.57097612940056 55.67795594231204)
cykelstativ.5310,84,8216,Vestergade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.570073748746596 55.677596124508476)
cykelstativ.5311,4039,8224,Vestergårdsvej,0,Bispebjerg,NO,Andet,Dobbeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.523409114596305 55.699965718362975)
cykelstativ.5312,4040,8224,Vestergårdsvej,0,Bispebjerg,NO,Andet,Dobbeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.523311196543231 55.699939255531945)
cykelstativ.5313,5893,8240,Vester Søgade,0,Indre By,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,18,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (12.557262368251251 55.67416248963163)
cykelstativ.5314,6876,8240,Vester Søgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (12.558822306498016 55.67450606233569)
cykelstativ.5315,110,8240,Vester Søgade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.559122050202369 55.674910238811215)
cykelstativ.5316,6437,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575902339736604 55.67296034583924)
cykelstativ.5317,6440,8252,Vester Voldgade,0,Indre By,NO,Tæt på facade,Dobbeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576900888017809 55.67262697956188)
cykelstativ.5318,6441,8252,Vester Voldgade,0,Indre By,NO,Tæt på facade,Dobbeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.577047136474699 55.67256307528642)
cykelstativ.5319,6442,8252,Vester Voldgade,0,Indre By,NO,Tæt på facade,Dobbeltsidet,Skråt 45 grader,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.577095935668732 55.672536656398606)
cykelstativ.5320,6444,8252,Vester Voldgade,0,Indre By,NO,Tæt på facade,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.577271622217774 55.67307528534654)
cykelstativ.5321,7848,8252,Vester Voldgade,,Indre By,Ikke registreret,På plads,Enkeltsidet,Vinkelret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-12-10T13:48:54.036,,,,,,2,POINT (12.577890622207589 55.672192605634955)
cykelstativ.5322,6425,8252,Vester Voldgade,0,Indre By,Ikke registreret,På plads,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575175654777 55.6734595904134)
cykelstativ.5323,6427,8252,Vester Voldgade,0,Indre By,Ikke registreret,På plads,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.57478641398908 55.673637774733805)
cykelstativ.5324,6428,8252,Vester Voldgade,0,Indre By,Noli,På plads,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.574730040490174 55.673667232732974)
cykelstativ.5325,6429,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576090997877799 55.67286699468112)
cykelstativ.5326,6430,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576031347531812 55.672892776275305)
cykelstativ.5327,6431,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575961829835293 55.672925536536184)
cykelstativ.5328,6432,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575829392563342 55.672995254889585)
cykelstativ.5329,6433,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.5757625105839 55.67302852354689)
cykelstativ.5330,6434,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575706379510718 55.673054746705745)
cykelstativ.5331,6435,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.575644636185482 55.67308757274153)
cykelstativ.5332,6436,8252,Vester Voldgade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.57560207866808 55.673109302309484)
cykelstativ.5333,6439,8252,Vester Voldgade,0,Indre By,NO,Tæt på facade,Dobbeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576838957586336 55.67266255168202)
cykelstativ.5334,6438,8252,Vester Voldgade,0,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576743651308234 55.67279995513344)
cykelstativ.5335,6443,8252,Vester Voldgade,0,Indre By,NO,På fortov,Enkeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-27T13:07:57.075,2018-08-09T11:04:28.195,,,,,2,POINT (12.576781935157651 55.67270938189763)
cykelstativ.5336,373,8252,Vester Voldgade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.567017355123248 55.67792534287734)
cykelstativ.5337,7743,8252,Vester Voldgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.573332123582528 55.67436648795662)
cykelstativ.5338,7744,8252,Vester Voldgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.57349182702285 55.674285846522466)
cykelstativ.5339,7745,8252,Vester Voldgade,,Indre By,Noli,På fortov,Dobbeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.573406298712724 55.674330937979285)
cykelstativ.5340,7746,8252,Vester Voldgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.57354417444566 55.674256689212974)
cykelstativ.5341,7747,8252,Vester Voldgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.573594594645666 55.67422873936842)
cykelstativ.5342,7748,8252,Vester Voldgade,,Indre By,Noli,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:27:54.106,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.573902855122641 55.67407929364367)
cykelstativ.5343,7749,8252,Vester Voldgade,,Indre By,Noli,På fortov,Dobbeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T10:29:16.545,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (12.574874231550202 55.67359907940817)
cykelstativ.5344,7219,8252,Vester Voldgade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,32,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.568087583324385 55.67706762341155)
cykelstativ.5345,7592,8288,Vibevej,,Bispebjerg,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:40:24.772,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (12.533166467148353 55.70169872548013)
cykelstativ.5346,615,8292,Viborggade,0,Østerbro,Model 32,På fortov,Enkeltsidet,Vinkelret,1,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-25T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.584315855979685 55.70576846558856)
cykelstativ.5347,614,8292,Viborggade,0,Østerbro,Model 32,På fortov,Enkeltsidet,Vinkelret,1,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-25T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.584299174043048 55.70576616106667)
